"area1","area2","type","NAME","addr_jibun","addr_road","telephone","latitude","longitude"
"서울특별시","중구","지하철역","을지로4가","서울특별시 중구 을지로4가 267-1 을지로4가역 2호선","서울특별시 중구 을지로 지하 178 (을지로4가)","02-6110-2041","37.5666369","126.997852"
"서울특별시","중구","지하철역","동대문역사문화공원","서울특별시 중구 을지로7가 112-3 동대문역사문화공원역 2호선","서울특별시 중구 을지로 지하 279 (을지로7가)","02-6110-2051","37.5655895","127.009131"
"서울특별시","중구","지하철역","신당","서울특별시 중구 신당동 99 신당역 2호선","서울특별시 중구 퇴계로 지하 431-1 (신당동)","02-6110-2061","37.5656540","127.019540"
"서울특별시","성동구","지하철역","상왕십리","서울특별시 성동구 하왕십리동 946-14 상왕십리역","서울특별시 성동구 왕십리로 지하 374 (하왕십리동)","02-6110-2071","37.5644687","127.029031"
"서울특별시","성동구","지하철역","왕십리","서울특별시 성동구 행당동 192 왕십리역","서울특별시 성동구 왕십리로 지하300(행당동)","02-6110-2081","37.5612217","127.036655"
"서울특별시","성동구","지하철역","한양대","서울특별시 성동구 행당동 산17 한양대역","서울특별시 성동구 왕십리로 206 (행당동)","02-6110-2091","37.5555778","127.043584"
"서울특별시","성동구","지하철역","뚝섬","서울특별시 성동구 성수동1가 656-745 뚝섬역","서울특별시 성동구 아차산로 18 (성수동1가)","02-6110-2101","37.5471882","127.047365"
"서울특별시","성동구","지하철역","성수","서울특별시 성동구 성수동2가 300-1 성수역","서울특별시 성동구 아차산로 100 (성수동2가)","02-6110-2111","37.5445024","127.056090"
"서울특별시","광진구","지하철역","건대입구","서울특별시 광진구 화양동 7-3 2호선 건대입구역","서울특별시 광진구 아차산로 243 (화양동)","02-6110-2121","37.5404188","127.069173"
"서울특별시","광진구","지하철역","구의","서울특별시 광진구 구의동 245-24 2호선 구의역","서울특별시 광진구 아차산로 384-1 (구의동)","02-6110-2131","37.5371535","127.086179"
"서울특별시","광진구","지하철역","강변","서울특별시 광진구 구의동 546-6 2호선 강변역","서울특별시 광진구 강변역로 53 (구의동)","02-6110-2141","37.5351692","127.094664"
"서울특별시","송파구","지하철역","잠실나루","서울특별시 송파구 신천동 15 잠실나루역","서울특별시 송파구 오금로 20 (신천동)","02-6110-2151","37.5206867","127.103811"
"서울특별시","송파구","지하철역","잠실","서울특별시 송파구 신천동 8 잠실역2호선","서울특별시 송파구 올림픽로 지하 265 (잠실동)","02-6110-2161","37.5138592","127.101857"
"서울특별시","송파구","지하철역","잠실새내","서울특별시 송파구 잠실동 33 잠실새내역","서울특별시 송파구 올림픽로 지하 140 (잠실동)","02-6110-2171","37.5115672","127.086373"
"서울특별시","송파구","지하철역","종합운동장","서울특별시 송파구 잠실동 122 종합운동장역","서울특별시 송파구 올림픽로 지하 23 (잠실동)","02-6110-2181","37.5109692","127.073356"
"서울특별시","강남구","지하철역","삼성","서울특별시 강남구 삼성동 172-66 삼성역","서울특별시 강남구 테헤란로 지하 538 (삼성동)","02-6110-2191","37.508862","127.063073"
"서울특별시","강남구","지하철역","선릉","서울특별시 강남구 삼성동 172-66 선릉역","서울특별시 강남구 테헤란로 지하 340 (삼성동)","02-6110-2201","37.5045028","127.048942"
"서울특별시","강남구","지하철역","역삼","서울특별시 강남구 역삼동 804 역삼역","서울특별시 강남구 테헤란로 지하 156 (역삼동)","02-6110-2211","37.5007162","127.036618"
"서울특별시","강남구","지하철역","강남","서울특별시 강남구 역삼동 858 강남역","서울특별시 강남구 강남대로 지하 396 (역삼동)","02-6110-2221","37.4981646","127.028307"
"서울특별시","서초구","지하철역","교대","서울특별시 서초구 서초동 1748-4 교대역","서울특별시 서초구 서초대로 지하 294 (서초동)","02-6110-2231","37.4935774","127.014155"
"서울특별시","서초구","지하철역","서초","서울특별시 서초구 서초동 1748-5 서초역","서울특별시 서초구 서초대로 지하 233 (서초동)","02-6110-2241","37.491823","127.007580"
"서울특별시","서초구","지하철역","방배","서울특별시 서초구 방배동 912-14 방배역","서울특별시 서초구 방배로 지하 80 (방배동)","02-6110-2251","37.4814364","126.997694"
"서울특별시","동작구","지하철역","사당","서울특별시 동작구 사당동 1129 사당역(2호선)","서울특별시 동작구 남부순환로 지하 2089 (사당동)","02-6110-2261","37.4765228","126.981408"
"서울특별시","관악구","지하철역","낙성대","서울특별시 관악구 봉천동 1693-39","서울특별시 관악구 남부순환로 지하 1928 (봉천동)","02-6110-2271","37.4770651","126.96341"
"서울특별시","관악구","지하철역","서울대입구","서울특별시 관악구 봉천동 979-2","서울특별시 관악구 남부순환로 지하 1822 (봉천동)","02-6110-2281","37.4811526","126.952645"
"서울특별시","관악구","지하철역","봉천","서울특별시 관악구 봉천동 979-7","서울특별시 관악구 남부순환로 지하 1721 (봉천동)","02-6110-2291","37.4825562","126.941495"
"서울특별시","관악구","지하철역","신림","서울특별시 관악구 신림동 1467-10","서울특별시 관악구 남부순환로 지하 1614 (신림동)","02-6110-2301","37.4842176","126.929803"
"서울특별시","동작구","지하철역","신대방","서울특별시 동작구 신대방동 643-1 신대방역2호선","서울특별시 동작구 대림로 2 (신대방동)","02-6110-2311","37.4875759","126.913175"
"서울특별시","구로구","지하철역","구로디지털단지","서울특별시 구로구 구로동 810-3 구로디지털단지역","서울특별시 구로구 도림천로 477 (구로동)","02-6110-2321","37.4853149","126.901494"
"서울특별시","구로구","지하철역","신도림","서울특별시 구로구 신도림동 460-26 2호선 신도림역","서울특별시 구로구 새말로 지하 117-21 (신도림동)","02-6110-2341","37.5087701","126.891080"
"서울특별시","영등포구","지하철역","문래","서울특별시 영등포구 문래동3가 68-1 문래역","서울특별시 영등포구 당산로 지하 28 (문래동3가)","02-6110-2351","37.5179214","126.894763"
"서울특별시","영등포구","지하철역","영등포구청","서울특별시 영등포구 당산동3가 270-1 영등포구청역","서울특별시 영등포구 당산로 지하 121 (당산동3가)","02-6110-2361","37.5256996","126.896626"
"서울특별시","영등포구","지하철역","당산","서울특별시 영등포구 당산동6가 323-1 당산역","서울특별시 영등포구 당산로 229 (당산동 6가)","02-6110-2371","37.5349568","126.902730"
"서울특별시","마포구","지하철역","합정","서울특별시 마포구 서교동 393 합정역","서울특별시 마포구 양화로 지하 55 (서교동)","02-6110-2381","37.5501152","126.914638"
"서울특별시","마포구","지하철역","홍대입구","서울특별시 마포구 동교동 165 홍대입구역","서울특별시 마포구 양화로 지하160 (동교동)","02-6110-2391","37.5568904","126.923674"
"서울특별시","마포구","지하철역","신촌","서울특별시 마포구 노고산동 31-11 신촌역","서울특별시 마포구 신촌로 지하 90 (노고산동)","02-6110-2401","37.5554417","126.936119"
"서울특별시","마포구","지하철역","이대","서울특별시 마포구 염리동 8-85 이대역","서울특별시 마포구 신촌로 지하 180 (염리동)","02-6110-2411","37.5567980","126.945758"
"서울특별시","마포구","지하철역","아현","서울특별시 마포구 아현동 354-23 아현역","서울특별시 마포구 신촌로 지하 270 (아현동)","02-6110-2421","37.5573575","126.956033"
"서울특별시","서대문구","지하철역","충정로","서울특별시 서대문구 충정로3가 319-1 충정로역(2호선)","서울특별시 서대문구 서소문로 지하 17 (충정로3가)","02-6110-2431","37.5598378","126.964474"
"서울특별시","성동구","지하철역","용답","서울특별시 성동구 용답동 127 용답역","서울특별시 성동구 용답길 86 (용답동)","02-6110-1341","37.5620049","127.050729"
"서울특별시","성동구","지하철역","신답","서울특별시 성동구 용답동 129-2 신답역","서울특별시 성동구 천호대로 232 (용답동)","02-6110-1351","37.5699910","127.046820"
"서울특별시","동대문구","지하철역","신설동","서울특별시 동대문구 신설동 76-5 신설동역","서울특별시 동대문구 왕산로 지하 1 (신설동)","02-6110-1371","37.5753194","127.024701"
"서울특별시","구로구","지하철역","도림천","서울특별시 구로구 신도림동 323-16 도림천역","서울특별시 구로구 경인로 67길 160 (신도림동)","02-6110-2441","37.5144420","126.882702"
"서울특별시","양천구","지하철역","양천구청","서울특별시 양천구 신정동 276-7 양천구청역","서울특별시 양천구 목동로3길 지하 33(신정동)","02-6110-2451","37.5126989","126.866065"
"서울특별시","양천구","지하철역","신정네거리","서울특별시 양천구 신정동 1231 신정네거리역","서울특별시 양천구 중앙로 지하 261 (신정동)","02-6110-2461","37.5197975","126.852991"
"서울특별시","동대문구","지하철역","용두","서울특별시 동대문구 용두동 47-1 용두역","서울특별시 동대문구 천호대로 지하 129","02-6110-1361","37.5739380","127.038031"
"서울특별시","은평구","지하철역","구파발","서울특별시 은평구 진관동 67-26 3호선 구파발역사무소","서울특별시 은평구 진관2로 지하 15-25 (진관동)","02-6110-3201","37.6368417","126.918745"
"서울특별시","은평구","지하철역","연신내","서울특별시 은평구 갈현동 397 3,6호선 연신내역사무소","서울특별시 은평구 통일로 지하 849 (갈현동)","02-6110-3211","37.618962","126.921162"
"서울특별시","은평구","지하철역","불광","서울특별시 은평구 대조동 13-10 3,6호선 불광역사무소","서울특별시 은평구 통일로 지하 723-1 (대조동, 3호선 불광역)","02-6110-3221","37.6102072","126.929985"
"서울특별시","은평구","지하철역","녹번","서울특별시 은평구 녹번동 55 지하철3호선 녹번역","서울특별시 은평구 통일로 지하 602-1 (녹번동)","02-6110-3231","37.6007421","126.936019"
"서울특별시","서대문구","지하철역","홍제","서울특별시 서대문구 홍제동 161-1 홍제역","서울특별시 서대문구 통일로 지하 440-1 (홍제동)","02-6110-3241","37.5887103","126.944242"
"서울특별시","서대문구","지하철역","무악재","서울특별시 서대문구 홍제동 26-1 무악재역","서울특별시 서대문구 통일로 지하 361 (홍제동)","02-6110-3251","37.5823841","126.950322"
"서울특별시","서대문구","지하철역","독립문","서울특별시 서대문구 현저동 101 독립문역","서울특별시 서대문구 통일로 지하 247 (현저동)","02-6110-3261","37.5744103","126.957750"
"서울특별시","종로구","지하철역","경복궁","서울특별시 종로구 적선동 81-1 3호선 경복궁역","서울특별시 종로구 사직로 지하 130 (적선동)","02-6110-3271","37.5758613","126.973062"
"서울특별시","종로구","지하철역","안국","서울특별시 종로구 안국동 73-1 3호선 안국역","서울특별시 종로구 율곡로 지하 62 (안국동)","02-6110-3281","37.5767203","126.985823"
"서울특별시","종로구","지하철역","종로3가","서울특별시 종로구 종로3가 10-5 1호선 종로3가역","서울특별시 종로구 종로 지하 129 (종로3가)","02-6110-3291","37.5704266","126.992029"
"서울특별시","중구","지하철역","을지로3가","서울특별시 중구 을지로3가 347-3 을지로3가역 2호선","서울특별시 중구 을지로 지하 106 (을지로3가)","02-6110-3301","37.5662659","126.990308"
"서울특별시","중구","지하철역","충무로","","서울특별시 중구 퇴계로 지하 199 (필동2가)","02-6110-4231","",""
"서울특별시","중구","지하철역","동대입구","서울특별시 중구 장충동2가 199-3 동대입구역 3호선","서울특별시 중구 동호로 지하 256 (장충동2가)","02-6110-3321","37.5590302","127.005460"
"서울특별시","중구","지하철역","약수","서울특별시 중구 신당동 369-44 약수역 3호선","서울특별시 중구 다산로 지하 122 (신당동)","02-6110-3331","37.5545595","127.010822"
"서울특별시","성동구","지하철역","금호","서울특별시 성동구 금호동4가 1470 금호역","서울특별시 성동구 동호로 지하 104 (금호동4가)","02-6110-3341","37.5481125","127.015893"
"서울특별시","성동구","지하철역","옥수","서울특별시 성동구 옥수동 168-1 옥수역","서울특별시 성동구 동호로 21 (옥수동) 옥수역","02-6110-3351","37.5410468","127.01833"
"서울특별시","강남구","지하철역","압구정","서울특별시 강남구 신사동 668 압구정역","서울특별시 강남구 압구정로 지하 172 (신사동)","02-6110-3361","37.5264308","127.028480"
"서울특별시","강남구","지하철역","신사","서울특별시 강남구 신사동 667 신사역","서울특별시 강남구 도산대로 지하 102 (신사동)","02-6110-3371","37.5164324","127.020326"
"서울특별시","서초구","지하철역","잠원","서울특별시 서초구 잠원동 100-1 잠원역","서울특별시 서초구 잠원로 4길 지하 46 (잠원동)","02-6110-3381","37.5127991","127.011220"
"서울특별시","서초구","지하철역","고속터미널","서울특별시 서초구 반포동 19-11 강남고속터미널역","서울특별시 서초구 신반포로 지하 188 (반포동)","02-6110-3391","37.5046471","127.004442"
"서울특별시","서초구","지하철역","교대","서울특별시 서초구 서초동 1748-4 교대역","서울특별시 서초구 서초대로 지하 294 (서초동)","02-6110-3401","37.4935774","127.014155"
"서울특별시","서초구","지하철역","남부터미널","서울특별시 서초구 서초동 1748-30 남부터미널역","서울특별시 서초구 서초중앙로 지하 31 (서초동)","02-6110-3411","37.4851401","127.016207"
"서울특별시","서초구","지하철역","양재","서울특별시 서초구 서초동 1366-9 양재역","서울특별시 서초구 남부순환로 지하 2585 (서초동)","02-6110-3421","37.4839347","127.034544"
"서울특별시","강남구","지하철역","매봉","서울특별시 강남구 도곡동 179-2 매봉역","서울특별시 강남구 남부순환로 지하 2744 (도곡동)","02-6110-3431","37.4869611","127.046614"
"서울특별시","강남구","지하철역","도곡","서울특별시 강남구 도곡동 339-2 도곡역","서울특별시 강남구 남부순환로 지하 2814 (도곡동)","02-6110-3441","37.4908647","127.055323"
"서울특별시","강남구","지하철역","대치","서울특별시 강남구 대치동 317-3 대치역","서울특별시 강남구 남부순환로 지하 2952 (대치동)","02-6110-3451","37.4945627","127.063430"
"서울특별시","강남구","지하철역","학여울","서울특별시 강남구 대치동 514-3 학여울역","서울특별시 강남구 남부순환로 지하 3104 (대치동)","02-6110-3461","37.4967171","127.071719"
"서울특별시","강남구","지하철역","대청","서울특별시 강남구 일원동 700-9 대청역","서울특별시 강남구 일원로 지하 2 (일원동)","02-6110-3471","37.4937218","127.079493"
"서울특별시","강남구","지하철역","일원","서울특별시 강남구 일원동 717 일원역","서울특별시 강남구 일원로 지하 121 (일원동)","02-6110-3481","37.4840735","127.084451"
"서울특별시","강남구","지하철역","수서","서울특별시 강남구 수서동 728 수서역","서울특별시 강남구 광평로 지하 270 (수서동)","02-6110-3491","37.4873889","127.101859"
"서울특별시","송파구","지하철역","가락시장","서울특별시 송파구 가락동 184-23 가락시장역","서울특별시 송파구 송파대로 지하 257 (가락동)","02-6311-8171","37.4927440","127.118485"
"서울특별시","송파구","지하철역","경찰병원","서울특별시 송파구 가락동 10-15 경찰병원역","서울특별시 송파구 중대로 지하 149 (가락동)","02-6110-3511","37.4956031","127.124067"
"서울특별시","송파구","지하철역","오금","서울특별시 송파구 오금동 44-2 오금역","서울특별시 송파구 오금로 지하 321 (오금동)","02-6110-3521","37.5022659","127.127879"
"서울특별시","노원구","지하철역","당고개","서울특별시 노원구 상계동 111 당고개역","서울특별시 노원구 상계로 305 (상계동)","02-6110-4091","37.6702926","127.079011"
"서울특별시","노원구","지하철역","상계","서울특별시 노원구 상계동 156-203 상계역","서울특별시 노원구 상계로 182 (상계동)","02-6110-4101","37.6609038","127.073575"
"서울특별시","노원구","지하철역","노원","서울특별시 노원구 상계동 602-5 노원역 4호선","서울특별시 노원구 상계로 69-1 (상계동)","02-6110-4111","37.6562677","127.063030"
"서울특별시","도봉구","지하철역","창동","서울특별시 도봉구 창동 135-1 창동역","서울특별시 도봉구 마들로 11길 77 (창동)","02-6110-4121","37.6532174","127.047715"
"서울특별시","도봉구","지하철역","쌍문","서울특별시 도봉구 창동 703-4 쌍문역","서울특별시 도봉구 도봉로 지하 486-1 (창동)","02-6110-4131","37.6488498","127.034880"
"서울특별시","강북구","지하철역","수유","서울특별시 강북구 미아동 66-1 미아사거리역","서울특별시 강북구 도봉로 지하 50 (미아동)","02-6110-4141","37.6132861","127.030098"
"서울특별시","강북구","지하철역","미아","서울특별시 강북구 미아동 194-1 미아역","서울특별시 강북구 도봉로 지하 198 (미아동)","02-6110-4151","37.6264436","127.026103"
"서울특별시","강북구","지하철역","미아사거리","서울특별시 강북구 미아동 66-1 미아사거리역","서울특별시 강북구 도봉로 지하 50 (미아동)","02-6110-4161","37.6132861","127.030098"
"서울특별시","성북구","지하철역","길음","서울특별시 성북구 길음동 877-66 길음역","서울특별시 성북구 동소문로 지하 248 (길음동)","02-6110-4171","37.6031839","127.024823"
"서울특별시","성북구","지하철역","성신여대입구","서울특별시 성북구 동선동4가 1 성신여대입구역","서울특별시 성북구 동소문로 지하 102 (동선동4가)","02-6110-4181","37.5927179","127.016477"
"서울특별시","성북구","지하철역","한성대입구","서울특별시 성북구 삼선동1가 14 한성대입구역","서울특별시 성북구 삼선교로 지하1 (삼선동1가)","02-6110-4191","37.5883948","127.005950"
"서울특별시","종로구","지하철역","혜화","서울특별시 종로구 명륜4가 96-5 4호선 혜화역","서울특별시 종로구 대학로 지하 120 (동숭동)","02-6110-4201","37.5818036","127.001978"
"서울특별시","종로구","지하철역","동대문","서울특별시 종로구 종로6가 287-1 4호선 동대문역","서울특별시 종로구 율곡로 308","02-6110-4211","37.5704117","127.009546"
"서울특별시","중구","지하철역","동대문역사문화공원","서울특별시 중구 광희동2가 9 동대문역사문화공원역 4호선","서울특별시 중구 장충단로 지하 230 (광희동 2가)","02-6110-4221","37.5650787","127.007550"
"서울특별시","중구","지하철역","충무로","","서울특별시 중구 퇴계로 지하 199 (필동2가)","02-6110-4231","",""
"서울특별시","중구","지하철역","명동","서울특별시 중구 충무로2가 109-2 명동역 4호선","서울특별시 중구 퇴계로 지하 126 (충무로2가)","02-6110-4241","37.5609100","126.985947"
"서울특별시","중구","지하철역","회현","서울특별시 중구 남창동 64-1 회현역 4호선","서울특별시 중구 퇴계로 지하 54 (남창동)","02-6110-4251","37.5585353","126.978239"
"서울특별시","용산구","지하철역","서울역","서울특별시 용산구 동자동 14-151 4호선 서울역","서울특별시 용산구 한강대로 지하 392(동자동)","02-6110-4261","37.5532000","126.972805"
"서울특별시","용산구","지하철역","숙대입구","서울특별시 용산구 갈월동 16-7 숙대입구역","서울특별시 용산구 한강대로 지하 306","02-6110-4271","37.5451939","126.971872"
"서울특별시","용산구","지하철역","삼각지","서울특별시 용산구 한강로1가 228-1 4호선 삼각지역","서울특별시 용산구 한강대로 지하 180 (한강로1가)","02-6110-4281","37.5345937","126.973011"
"서울특별시","용산구","지하철역","신용산","서울특별시 용산구 한강로2가 181 4호선 신용산역","서울특별시 용산구 한강대로 지하 112 (한강로2가)","02-6110-4291","37.5296155","126.968215"
"서울특별시","용산구","지하철역","이촌","서울특별시 용산구 용산동5가 17-112 4호선 이촌역","서울특별시 용산구 용산동5가 17","02-6110-4301","37.5229134","126.975995"
"서울특별시","동작구","지하철역","동작","서울특별시 동작구 동작동 327-1 4호선 동작역 Dongjak s.t","서울특별시 동작구 현충로 257 (동작동)","02-6110-4311","37.5028703","126.980268"
"서울특별시","동작구","지하철역","총신대입구","서울특별시 동작구 사당동 736-1 총신대입구(이수)역4호선","서울특별시 동작구 동작대로 지하 117 (사당동)","02-6110-4321","37.4875538","126.982199"
"서울특별시","동작구","지하철역","사당","서울특별시 동작구 사당동 588-44 사당역(4호선)","서울특별시 동작구 동작대로 3(사당동,사당역(4호선))","02-6110-4331","37.4768632","126.981595"
"서울특별시","서초구","지하철역","남태령","서울특별시 서초구 방배동 2909 남태령역","서울특별시 서초구 과천대로 지하 816 (방배동)","02-6110-4341","37.4648575","126.988656"
"서울특별시","강서구","지하철역","방화","서울특별시 강서구 방화동 829-15 방화역 5호선","서울특별시 강서구 금낭화로 지하132 (방화동)","02-6311-5101","37.5770031","126.812629"
"서울특별시","강서구","지하철역","개화산","서울특별시 강서구 방화동 846 개화산역","서울특별시 강서구 양천로 22(방화동)","02-6311-5111","37.5722700","126.806001"
"서울특별시","강서구","지하철역","김포공항","서울특별시 강서구 방화동 886 김포공항역","서울특별시 강서구 하늘길 지하77 (방화동)","02-6311-5121","37.5621441","126.801570"
"서울특별시","강서구","지하철역","송정","서울특별시 강서구 공항동 29-5 송정역(5호선)","서울특별시 강서구 공항대로 지하33 (공항동)","02-6311-5131","37.5614775","126.811055"
"서울특별시","강서구","지하철역","마곡","서울특별시 강서구 마곡동 769-3 마곡역(5호선)","서울특별시 강서구 공항대로 지하163 (가양동)","02-6311-5141","37.5601984","126.825548"
"서울특별시","강서구","지하철역","발산","서울특별시 강서구 마곡동 727-1496 발산역(5호선)","서울특별시 강서구 공항대로 지하267 (가양동)","02-6311-5151","37.5590292","126.837310"
"서울특별시","강서구","지하철역","우장산","서울특별시 강서구 화곡동 1089-3 우장산역 5호선","서울특별시 강서구 강서로 지하262 (화곡동)","02-6311-5161","37.5490002","126.836408"
"서울특별시","강서구","지하철역","화곡","서울특별시 강서구 화곡동 1089-54 화곡역 5호선","서울특별시 강서구 화곡로 지하168 (화곡동)","02-6311-5171","37.5414336","126.840496"
"서울특별시","강서구","지하철역","까치산","서울특별시 강서구 화곡동 662-5 까치산역","서울특별시 강서구 강서로 지하54(화곡동)","02-6311-5181","37.5319560","126.846611"
"서울특별시","양천구","지하철역","신정","서울특별시 양천구 신정동 1090 신정역","서울특별시 양천구 오목로 지하179 (신정동)","02-6311-5191","37.5252107","126.857290"
"서울특별시","양천구","지하철역","목동","서울특별시 양천구 목동 926-3 목동역","서울특별시 양천구 오목로 지하245 (목동)","02-6311-5201","37.5261986","126.864742"
"서울특별시","양천구","지하철역","오목교","서울특별시 양천구 목동 406-30 오목교역","서울특별시 양천구 오목로 지하342 (목동)","02-6311-5211","37.5244500","126.875354"
"서울특별시","영등포구","지하철역","양평","서울특별시 영등포구 양평동2가 33-79 양평역","서울특별시 영등포구 양산로 지하21(양평동2가)","02-6311-5221","37.5255116","126.886865"
"서울특별시","영등포구","지하철역","영등포구청","서울특별시 영등포구 당산동3가 270-1 영등포구청역","서울특별시 영등포구 당산로 지하 121 (당산동3가)","02-6311-5231","37.5256996","126.896626"
"서울특별시","영등포구","지하철역","영등포시장","서울특별시 영등포구 영등포동5가 62-1 영등포시장역","서울특별시 영등포구 양산로 지하200 (영등포동5가)","02-6311-5241","37.5227345","126.904959"
"서울특별시","영등포구","지하철역","신길","서울특별시 영등포구 영등포동1가 35 신길역","서울특별시 영등포구 경인로114가길 지하9 (영등포동1가)","02-6311-5251","37.5176677","126.914336"
"서울특별시","영등포구","지하철역","여의도","서울특별시 영등포구 여의도동 3 여의도역","서울특별시 영등포구 여의나루로 지하40 (여의도동)","02-6311-5261","37.5218423","126.924484"
"서울특별시","영등포구","지하철역","여의나루","서울특별시 영등포구 여의도동 84-4 여의나루역","서울특별시 영등포구 여의동로 지하343 (여의도동)","02-6311-5271","37.5270851","126.932864"
"서울특별시","마포구","지하철역","마포","서울특별시 마포구 도화동 160 마포역","서울특별시 마포구 마포대로 지하33 (도화동)","02-6311-5281","37.5395837","126.945920"
"서울특별시","마포구","지하철역","공덕","서울특별시 마포구 공덕동 423-29 공덕역","서울특별시 마포구 마포대로 지하100(공덕동)","02-6311-5291","37.5445267","126.951363"
